"EX_cu2_e","Cu2+ exchange","Extracellular exchange"
"EX_cyan_e","Hydrogen cyanide exchange","Extracellular exchange"
"EX_cynt_e","Cyanate exchange","Extracellular exchange"
"EX_cys__D_e","D-Cysteine exchange","Extracellular exchange"
"EX_3hpppn_e","3-(3-hydroxy-phenyl)propionate exchange","Extracellular exchange"
"EX_3ump_e","3'-UMP exchange","Extracellular exchange"
"EX_4abut_e","4-Aminobutanoate exchange","Extracellular exchange"
"EX_4hoxpacd_e","4-Hydroxyphenylacetaldehyde exchange","Extracellular exchange"
"EX_5dglcn_e","5-Dehydro-D-gluconate exchange","Extracellular exchange"
"EX_5mtr_e","5-Methylthio-D-ribose exchange","Extracellular exchange"
"EX_LalaDglu_e","L-alanine-D-glutamate exchange","Extracellular exchange"
"EX_LalaDgluMdap_e","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange","Extracellular exchange"
"EX_LalaDgluMdapDala_e","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange","Extracellular exchange"
"EX_LalaLglu_e","L-alanine-L-glutamate exchange","Extracellular exchange"
"EX_cys__L_e","L-Cysteine exchange","Extracellular exchange"
"EX_cytd_e","Cytidine exchange","Extracellular exchange"
"EX_dad_2_e","Deoxyadenosine exchange","Extracellular exchange"
"EX_damp_e","DAMP exchange","Extracellular exchange"
"EX_dca_e","Decanoate (n-C10:0) exchange","Extracellular exchange"
"EX_dcmp_e","DCMP exchange","Extracellular exchange"
"EX_dcyt_e","Deoxycytidine exchange","Extracellular exchange"
"EX_ddca_e","Dodecanoate (n-C12:0) exchange","Extracellular exchange"
"EX_dgmp_e","DGMP exchange","Extracellular exchange"
"EX_dgsn_e","Deoxyguanosine exchange","Extracellular exchange"
"EX_ac_e","Acetate exchange","Extracellular exchange"
"EX_acac_e","Acetoacetate exchange","Extracellular exchange"
"EX_acald_e","Acetaldehyde exchange","Extracellular exchange"
"EX_acgal_e","N-Acetyl-D-galactosamine exchange","Extracellular exchange"
"EX_dha_e","Dihydroxyacetone exchange","Extracellular exchange"
"EX_dimp_e","DIMP exchange","Extracellular exchange"
"EX_glyc__R_e","(R)-Glycerate exchange","Extracellular exchange"
"EX_din_e","Deoxyinosine exchange","Extracellular exchange"
"EX_dms_e","Dimethyl sulfide exchange","Extracellular exchange"
"EX_acgal1p_e","N-Acetyl-D-galactosamine 1-phosphate exchange","Extracellular exchange"
"EX_acgam_e","N-Acetyl-D-glucosamine exchange","Extracellular exchange"
"EX_acgam1p_e","N-Acetyl-D-glucosamine 1-phosphate exchange","Extracellular exchange"
"EX_dmso_e","Dimethyl sulfoxide exchange","Extracellular exchange"
"EX_dopa_e","Dopamine exchange","Extracellular exchange"
"EX_glyc2p_e","Glycerol 2-phosphate exchange","Extracellular exchange"
"EX_doxrbcn_e","Doxorubicin exchange","Extracellular exchange"
"EX_dtmp_e","DTMP exchange","Extracellular exchange"
"EX_dump_e","DUMP exchange","Extracellular exchange"
"EX_acmana_e","N-Acetyl-D-mannosamine exchange","Extracellular exchange"
"EX_acmum_e","N-Acetylmuramate exchange","Extracellular exchange"
"EX_acnam_e","N-Acetylneuraminate exchange","Extracellular exchange"
"EX_acolipa_e","4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange","Extracellular exchange"
"EX_acser_e","O-Acetyl-L-serine exchange","Extracellular exchange"
"EX_ade_e","Adenine exchange","Extracellular exchange"
"EX_adn_e","Adenosine exchange","Extracellular exchange"
"EX_duri_e","Deoxyuridine exchange","Extracellular exchange"
"EX_eca4colipa_e","(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange","Extracellular exchange"
"EX_enlipa_e","Phosphoethanolamine KDO(2)-lipid (A) exchange","Extracellular exchange"
"EX_enter_e","Enterochelin exchange","Extracellular exchange"
"EX_etha_e","Ethanolamine exchange","Extracellular exchange"
"EX_adocbl_e","Adenosylcobalamin exchange","Extracellular exchange"
"EX_ag_e","Silver exchange","Extracellular exchange"
"EX_ethso3_e","Ethanesulfonate exchange","Extracellular exchange"
"EX_glyc3p_e","Glycerol 3-phosphate exchange","Extracellular exchange"
"EX_etoh_e","Ethanol exchange","Extracellular exchange"
"EX_f6p_e","D-fructose 6-phosphate exchange","Extracellular exchange"
"EX_fald_e","Formaldehyde exchange","Extracellular exchange"
"EX_agm_e","Agmatine exchange","Extracellular exchange"
"EX_akg_e","2-Oxoglutarate exchange","Extracellular exchange"
"EX_ala_B_e","Beta-Alanine exchange","Extracellular exchange"
"EX_ala__D_e","D-Alanine exchange","Extracellular exchange"
"EX_ala__L_e","L-Alanine exchange","Extracellular exchange"
"EX_alaala_e","D-Alanyl-D-alanine exchange","Extracellular exchange"
"EX_fe2_e","Fe2+ exchange","Extracellular exchange"
"EX_fe3_e","Fe3+ exchange","Extracellular exchange"
"EX_all__D_e","D-Allose exchange","Extracellular exchange"
"EX_glyclt_e","Glycolate exchange","Extracellular exchange"
"EX_alltn_e","Allantoin exchange","Extracellular exchange"
"EX_amp_e","AMP exchange","Extracellular exchange"
"EX_fe3dcit_e","Fe(III)dicitrate exchange","Extracellular exchange"
"EX_fe3dhbzs_e","Ferric 2,3-dihydroxybenzoylserine exchange","Extracellular exchange"
"EX_gmp_e","GMP exchange","Extracellular exchange"
"EX_fe3hox_e","Fe(III)hydroxamate exchange","Extracellular exchange"
"EX_fe3hox_un_e","Fe(III)hydoxamate, unloaded exchange","Extracellular exchange"
"EX_anhgm_e","N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange","Extracellular exchange"
"EX_arab__L_e","L-Arabinose exchange","Extracellular exchange"
"EX_arbt_e","Arbutin exchange","Extracellular exchange"
"EX_arbtn_e","Aerobactin minus Fe3 exchange","Extracellular exchange"
"EX_arbtn_fe3_e","Aerobactin exchange","Extracellular exchange"
"EX_arg__L_e","L-Arginine exchange","Extracellular exchange"
"EX_fecrm_e","Ferrichrome exchange","Extracellular exchange"
"EX_fecrm_un_e","Ferrichrome minus Fe(III) exchange","Extracellular exchange"
"EX_feenter_e","Fe-enterobactin exchange","Extracellular exchange"
"EX_feoxam_e","Ferroxamine exchange","Extracellular exchange"
"EX_feoxam_un_e","Ferroxamine minus Fe(3) exchange","Extracellular exchange"
"EX_for_e","Formate exchange","Extracellular exchange"
"EX_fru_e","D-Fructose exchange","Extracellular exchange"
"EX_ascb__L_e","L-Ascorbate exchange","Extracellular exchange"
"EX_asn__L_e","L-Asparagine exchange","Extracellular exchange"
"EX_aso3_e","Arsenite exchange","Extracellular exchange"
"EX_frulys_e","Fructoselysine exchange","Extracellular exchange"
"EX_asp__L_e","L-Aspartate exchange","Extracellular exchange"
"EX_gsn_e","Guanosine exchange","Extracellular exchange"
"EX_btn_e","Biotin exchange","Extracellular exchange"
"EX_but_e","Butyrate (n-C4:0) exchange","Extracellular exchange"
"EX_butso3_e","Butanesulfonate exchange","Extracellular exchange"
"EX_ca2_e","Calcium exchange","Extracellular exchange"
"EX_cbi_e","Cobinamide exchange","Extracellular exchange"
"EX_fruur_e","D-Fructuronate exchange","Extracellular exchange"
"EX_fuc__L_e","L-Fucose exchange","Extracellular exchange"
"EX_fum_e","Fumarate exchange","Extracellular exchange"
"EX_fusa_e","Fusidic acid exchange","Extracellular exchange"
"EX_g1p_e","D-Glucose 1-phosphate exchange","Extracellular exchange"
"EX_g3pc_e","Sn-Glycero-3-phosphocholine exchange","Extracellular exchange"
"EX_g3pe_e","Sn-Glycero-3-phosphoethanolamine exchange","Extracellular exchange"
"EX_g3pg_e","Glycerophosphoglycerol exchange","Extracellular exchange"
"EX_cbl1_e","Cob(I)alamin exchange","Extracellular exchange"
"EX_cd2_e","Cadmium exchange","Extracellular exchange"
"EX_cgly_e","Cys-Gly exchange","Extracellular exchange"
"EX_g3pi_e","Sn-Glycero-3-phospho-1-inositol exchange","Extracellular exchange"
"EX_chol_e","Choline exchange","Extracellular exchange"
"EX_gthox_e","Oxidized glutathione exchange","Extracellular exchange"
"EX_chtbs_e","Chitobiose exchange","Extracellular exchange"
"EX_cit_e","Citrate exchange","Extracellular exchange"
"EX_cl_e","Chloride exchange","Extracellular exchange"
"EX_cm_e","Chloramphenicol exchange","Extracellular exchange"
"EX_cmp_e","CMP exchange","Extracellular exchange"
"EX_co2_e","CO2 exchange","Extracellular exchange"
"EX_g3ps_e","Glycerophosphoserine exchange","Extracellular exchange"
"EX_g6p_e","D-Glucose 6-phosphate exchange","Extracellular exchange"
"EX_gal_e","D-Galactose exchange","Extracellular exchange"
"EX_gal_bD_e","Beta D-Galactose exchange","Extracellular exchange"
"EX_gal1p_e","Alpha-D-Galactose 1-phosphate exchange","Extracellular exchange"
"EX_galct__D_e","D-Galactarate exchange","Extracellular exchange"
"EX_galctn__D_e","D-Galactonate exchange","Extracellular exchange"
"EX_cobalt2_e","Co2+ exchange","Extracellular exchange"
"EX_colipa_e","Core oligosaccharide lipid A exchange","Extracellular exchange"
"EX_colipap_e","Core oligosaccharide lipid A diphosphate exchange","Extracellular exchange"
"EX_galctn__L_e","L-Galactonate exchange","Extracellular exchange"
"EX_galt_e","Galactitol exchange","Extracellular exchange"
"EX_gthrd_e","Reduced glutathione exchange","Extracellular exchange"
"EX_galur_e","D-Galacturonate exchange","Extracellular exchange"
"EX_gam_e","D-Glucosamine exchange","Extracellular exchange"
"EX_cpgn_e","Coprogen exchange","Extracellular exchange"
"EX_cpgn_un_e","Coprogen unloaded (no Fe(III)) exchange","Extracellular exchange"
"EX_crn_e","L-Carnitine exchange","Extracellular exchange"
"EX_crn__D_e","D-carnitine exchange","Extracellular exchange"
"EX_gam6p_e","D-Glucosamine 6-phosphate exchange","Extracellular exchange"
"EX_gtp_e","GTP exchange","Extracellular exchange"
"EX_gbbtn_e","Gamma-butyrobetaine exchange","Extracellular exchange"
"EX_gdp_e","GDP exchange","Extracellular exchange"
"EX_gua_e","Guanine exchange","Extracellular exchange"
"EX_glc__D_e","D-Glucose exchange","Extracellular exchange"
"EX_glcn_e","D-Gluconate exchange","Extracellular exchange"
"EX_h_e","H+ exchange","Extracellular exchange"
"EX_glcr_e","D-Glucarate exchange","Extracellular exchange"
"EX_h2_e","H2 exchange","Extracellular exchange"
"EX_glcur_e","D-Glucuronate exchange","Extracellular exchange"
"EX_glcur1p_e","D-Glucuronate 1-phosphate exchange","Extracellular exchange"
"EX_h2o_e","H2O exchange","Extracellular exchange"
"EX_gln__L_e","L-Glutamine exchange","Extracellular exchange"
"EX_h2o2_e","Hydrogen peroxide exchange","Extracellular exchange"
"EX_glu__L_e","L-Glutamate exchange","Extracellular exchange"
"EX_gly_e","Glycine exchange","Extracellular exchange"
"EX_glyald_e","D-Glyceraldehyde exchange","Extracellular exchange"
"EX_glyb_e","Glycine betaine exchange","Extracellular exchange"
"EX_ocdcea_e","Octadecenoate (n-C18:1) exchange","Extracellular exchange"
"EX_octa_e","Octanoate (n-C8:0) exchange","Extracellular exchange"
"EX_orn_e","Ornithine exchange","Extracellular exchange"
"EX_orot_e","Orotate exchange","Extracellular exchange"
"EX_pacald_e","Phenylacetaldehyde exchange","Extracellular exchange"
"EX_peamn_e","Phenethylamine exchange","Extracellular exchange"
"EX_h2s_e","Hydrogen sulfide exchange","Extracellular exchange"
"EX_phe__L_e","L-Phenylalanine exchange","Extracellular exchange"
"EX_pheme_e","Protoheme exchange","Extracellular exchange"
"EX_pi_e","Phosphate exchange","Extracellular exchange"
"12DGR160tipp","1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)","Transport, Inner Membrane"
"12DGR161tipp","1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)","Transport, Inner Membrane"
"12DGR180tipp","1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)","Transport, Inner Membrane"
"EX_pnto__R_e","(R)-Pantothenate exchange","Extracellular exchange"
"EX_hacolipa_e","Hepta-acylated core oligosaccharide lipid A (E. coli) exchange","Extracellular exchange"
"EX_ppa_e","Propionate exchange","Extracellular exchange"
"EX_ppal_e","Propanal exchange","Extracellular exchange"
"EX_pppn_e","Phenylpropanoate exchange","Extracellular exchange"
"12DGR181tipp","1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)","Transport, Inner Membrane"
"12PPDRtex","(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"12PPDRtpp","(R)-Propane-1,2-diol facilitated transport (periplasm)","Transport, Inner Membrane"
"12PPDStex","(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"12PPDStpp","(S)-Propane-1,2-diol facilitated transport (periplasm)","Transport, Inner Membrane"
"EX_ppt_e","Phosphonate exchange","Extracellular exchange"
"EX_pro__L_e","L-Proline exchange","Extracellular exchange"
"EX_progly_e","L-Prolinylglycine exchange","Extracellular exchange"
"14GLUCANabcpp","1,4-alpha-D-glucan transport via ABC system (periplasm)","Transport, Inner Membrane"
"EX_psclys_e","Psicoselysine exchange","Extracellular exchange"
"14GLUCANtexi","1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible","Transport, Outer Membrane"
"EX_halipa_e","Hepta-acylated KDO(2)-lipid (A) exchange","Extracellular exchange"
"23CAMPtex","23cAMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"23CCMPtex","23cCMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"23CGMPtex","23cGMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"EX_pser__L_e","O-Phospho-L-serine exchange","Extracellular exchange"
"EX_ptrc_e","Putrescine exchange","Extracellular exchange"
"EX_pydam_e","Pyridoxamine exchange","Extracellular exchange"
"EX_pydx_e","Pyridoxal exchange","Extracellular exchange"
"EX_pydxn_e","Pyridoxine exchange","Extracellular exchange"
"EX_pyr_e","Pyruvate exchange","Extracellular exchange"
"23CUMPtex","23cUMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"23DAPPAt2pp","2,3-diaminopropionate transport in via proton symport","Transport, Inner Membrane"
"EX_quin_e","Quinate exchange","Extracellular exchange"
"EX_hdca_e","Hexadecanoate (n-C16:0) exchange","Extracellular exchange"
"EX_r5p_e","Alpha-D-Ribose 5-phosphate exchange","Extracellular exchange"
"EX_rfamp_e","Rifampin exchange","Extracellular exchange"
"23DAPPAtex","2,3-diaminopropionate transport via diffusion","Transport, Outer Membrane Porin"
"23PDE2pp","2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)","Nucleotide Salvage Pathway"
"23PDE4pp","2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)","Nucleotide Salvage Pathway"
"23PDE7pp","2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)","Nucleotide Salvage Pathway"
"EX_rib__D_e","D-Ribose exchange","Extracellular exchange"
"EX_rmn_e","L-Rhamnose exchange","Extracellular exchange"
"EX_sbt__D_e","D-Sorbitol exchange","Extracellular exchange"
"23PDE9pp","2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)","Nucleotide Salvage Pathway"
"EX_sel_e","Selenate exchange","Extracellular exchange"
"26DAHtex","Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"EX_hdcea_e","Hexadecenoate (n-C16:1) exchange","Extracellular exchange"
"2AGPA120tipp","2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_ser__D_e","D-Serine exchange","Extracellular exchange"
"EX_ser__L_e","L-Serine exchange","Extracellular exchange"
"EX_skm_e","Shikimate exchange","Extracellular exchange"
"EX_slnt_e","Selenite exchange","Extracellular exchange"
"2AGPA140tipp","2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPA141tipp","2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPA160tipp","2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPA161tipp","2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPA180tipp","2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPA181tipp","2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_so2_e","Sulfur dioxide exchange","Extracellular exchange"
"EX_so3_e","Sulfite exchange","Extracellular exchange"
"EX_so4_e","Sulfate exchange","Extracellular exchange"
"EX_spmd_e","Spermidine exchange","Extracellular exchange"
"EX_succ_e","Succinate exchange","Extracellular exchange"
"2AGPE120tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPE140tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_hg2_e","Hg2+ exchange","Extracellular exchange"
"2AGPE141tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_sucr_e","Sucrose exchange","Extracellular exchange"
"EX_sulfac_e","Sulfoacetate exchange","Extracellular exchange"
"EX_tartr__D_e","D-tartrate exchange","Extracellular exchange"
"EX_his__L_e","L-Histidine exchange","Extracellular exchange"
"EX_tartr__L_e","L-tartrate exchange","Extracellular exchange"
"EX_taur_e","Taurine exchange","Extracellular exchange"
"2AGPE160tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPE161tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPE180tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_tcynt_e","Thiocyanate exchange","Extracellular exchange"
"2AGPE181tipp","2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_thm_e","Thiamin exchange","Extracellular exchange"
"EX_hom__L_e","L-Homoserine exchange","Extracellular exchange"
"EX_thr__L_e","L-Threonine exchange","Extracellular exchange"
"EX_thrp_e","L-Threonine O-3-phosphate exchange","Extracellular exchange"
"EX_thym_e","Thymine exchange","Extracellular exchange"
"2AGPEAT120","2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)","Glycerophospholipid Metabolism"
"2AGPEAT140","2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)","Glycerophospholipid Metabolism"
"2AGPEAT141","2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)","Glycerophospholipid Metabolism"
"2AGPEAT160","2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)","Glycerophospholipid Metabolism"
"2AGPEAT161","2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)","Glycerophospholipid Metabolism"
"2AGPEAT180","2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)","Glycerophospholipid Metabolism"
"2AGPEAT181","2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)","Glycerophospholipid Metabolism"
"2AGPG120tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_thymd_e","Thymidine exchange","Extracellular exchange"
"EX_tma_e","Trimethylamine exchange","Extracellular exchange"
"EX_tmao_e","Trimethylamine N-oxide exchange","Extracellular exchange"
"EX_tre_e","Trehalose exchange","Extracellular exchange"
"EX_trp__L_e","L-Tryptophan exchange","Extracellular exchange"
"EX_tsul_e","Thiosulfate exchange","Extracellular exchange"
"EX_ttdca_e","Tetradecanoate (n-C14:0) exchange","Extracellular exchange"
"2AGPG140tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPG141tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPG160tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_ttdcea_e","Tetradecenoate (n-C14:1) exchange","Extracellular exchange"
"2AGPG161tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"EX_ttrcyc_e","Tetracycline exchange","Extracellular exchange"
"EX_hxa_e","Hexanoate (n-C6:0) exchange","Extracellular exchange"
"EX_tungs_e","Tungstate exchange","Extracellular exchange"
"EX_tym_e","Tyramine exchange","Extracellular exchange"
"EX_tyr__L_e","L-Tyrosine exchange","Extracellular exchange"
"2AGPG180tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPG181tipp","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane"
"2AGPGAT120","2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)","Glycerophospholipid Metabolism"
"2AGPGAT140","2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)","Glycerophospholipid Metabolism"
"EX_tyrp_e","Phosphotyrosine exchange","Extracellular exchange"
"EX_uacgam_e","UDP-N-acetyl-D-glucosamine exchange","Extracellular exchange"
"2AGPGAT141","2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)","Glycerophospholipid Metabolism"
"EX_udpacgal_e","UDP-N-acetyl-D-galactosamine exchange","Extracellular exchange"
"2AGPGAT160","2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)","Glycerophospholipid Metabolism"
"EX_hxan_e","Hypoxanthine exchange","Extracellular exchange"
"2AGPGAT161","2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)","Glycerophospholipid Metabolism"
"2AGPGAT180","2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)","Glycerophospholipid Metabolism"
"2AGPGAT181","2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)","Glycerophospholipid Metabolism"
"2DGULRGx","2-Dehydro-L-gulonate reductase to gluconate (NADH)","Alternate Carbon Metabolism"
"2DGULRGy","2-Dehydro-L-gulonate reductase to gluconate (NADPH)","Alternate Carbon Metabolism"
"EX_udpg_e","UDPglucose exchange","Extracellular exchange"
"EX_udpgal_e","UDPgalactose exchange","Extracellular exchange"
"EX_udpglcur_e","UDP-D-glucuronate exchange","Extracellular exchange"
"EX_ump_e","UMP exchange","Extracellular exchange"
"EX_ura_e","Uracil exchange","Extracellular exchange"
"EX_urea_e","Urea exchange","Extracellular exchange"
"EX_uri_e","Uridine exchange","Extracellular exchange"
"2DGULRx","2-dehydro-L-gulonate reductase (NADH)","Alternate Carbon Metabolism"
"2DGULRy","2-dehydro-L-gulonate reductase (NADPH)","Alternate Carbon Metabolism"
"2MAHMP","2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase","Cofactor and Prosthetic Group Biosynthesis"
"EX_val__L_e","L-Valine exchange","Extracellular exchange"
"EX_idon__L_e","L-Idonate exchange","Extracellular exchange"
"EX_xan_e","Xanthine exchange","Extracellular exchange"
"EX_xmp_e","Xanthosine 5'-phosphate exchange","Extracellular exchange"
"EX_xtsn_e","Xanthosine exchange","Extracellular exchange"
"34dhpactex","Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"EX_ile__L_e","L-Isoleucine exchange","Extracellular exchange"
"3AMACHYD","3-aminoacrylate hydrolase","Nucleotide Salvage Pathway"
"3AMPtex","3AMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"EX_xyl__D_e","D-Xylose exchange","Extracellular exchange"
"EX_xylu__L_e","L-Xylulose exchange","Extracellular exchange"
"EX_zn2_e","Zinc exchange","Extracellular exchange"
"12DGR120tipp","1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)","Transport, Inner Membrane"
"12DGR140tipp","1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)","Transport, Inner Membrane"
"3CMPtex","3CMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"3GMPtex","3GMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin"
"3HAD100","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)","Cell Envelope Biosynthesis"
"12DGR141tipp","1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)","Transport, Inner Membrane"
"EX_imp_e","IMP exchange","Extracellular exchange"
"3HAD120","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)","Cell Envelope Biosynthesis"
"3HAD121","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)","Cell Envelope Biosynthesis"
"3HAD140","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)","Cell Envelope Biosynthesis"
